startloc,weight,workload,trace,group
25,0.134831,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-25B.champsimtrace.xz,gaps
78,0.101124,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-78B.champsimtrace.xz,gaps
10,0.0786517,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-10B.champsimtrace.xz,gaps
69,0.224719,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-69B.champsimtrace.xz,gaps
16,0.0561798,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-16B.champsimtrace.xz,gaps
17,0.0674157,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-17B.champsimtrace.xz,gaps
85,0.191011,cc.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.twitter-85B.champsimtrace.xz,gaps
16,0.0548343,pr.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.web-16B.champsimtrace.xz,gaps
709,0.16896,pr.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.web-709B.champsimtrace.xz,gaps
3076,0.391203,pr.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.web-3076B.champsimtrace.xz,gaps
4993,0.261383,pr.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.web-4993B.champsimtrace.xz,gaps
5154,0.475628,bc.kron,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.kron-5154B.champsimtrace.xz,gaps
2608,0.424008,bc.kron,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.kron-2608B.champsimtrace.xz,gaps
349,0.857296,pr.kron,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.kron-349B.champsimtrace.xz,gaps
90,0.0590129,pr.kron,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/pr.kron-90B.champsimtrace.xz,gaps
155,0.15,xs.XXL64unionized,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64unionized-155B.champsimtrace.xz,gaps
188,0.0954545,xs.XXL64unionized,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64unionized-188B.champsimtrace.xz,gaps
24,0.495455,xs.XXL64unionized,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64unionized-24B.champsimtrace.xz,gaps
122,0.213636,xs.XXL64unionized,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64unionized-122B.champsimtrace.xz,gaps
205,0.721311,xs.XXL64hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64hash-205B.champsimtrace.xz,gaps
24,0.255269,xs.XXL64hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL64hash-24B.champsimtrace.xz,gaps
23,0.236842,cc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.road-23B.champsimtrace.xz,gaps
36,0.368421,cc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.road-36B.champsimtrace.xz,gaps
0,0.0526316,cc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.road-0B.champsimtrace.xz,gaps
13,0.157895,cc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.road-13B.champsimtrace.xz,gaps
14,0.184211,cc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.road-14B.champsimtrace.xz,gaps
1825,0.246561,bfs.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.web-1825B.champsimtrace.xz,gaps
1066,0.074376,bfs.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.web-1066B.champsimtrace.xz,gaps
79,0.0983189,bfs.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.web-79B.champsimtrace.xz,gaps
56,0.372899,bfs.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.web-56B.champsimtrace.xz,gaps
1306,0.109017,bfs.web,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.web-1306B.champsimtrace.xz,gaps
26,0.162602,cc.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.urand-26B.champsimtrace.xz,gaps
353,0.506775,cc.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/cc.urand-353B.champsimtrace.xz,gaps
792,0.126906,sssp.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.twitter-792B.champsimtrace.xz,gaps
900,0.0578475,sssp.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.twitter-900B.champsimtrace.xz,gaps
1116,0.0542601,sssp.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.twitter-1116B.champsimtrace.xz,gaps
2108,0.500448,sssp.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.twitter-2108B.champsimtrace.xz,gaps
131,0.381818,bc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.road-131B.champsimtrace.xz,gaps
174,0.118182,bc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.road-174B.champsimtrace.xz,gaps
79,0.136364,bc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.road-79B.champsimtrace.xz,gaps
95,0.236364,bc.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bc.road-95B.champsimtrace.xz,gaps
66,0.727273,sssp.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.road-66B.champsimtrace.xz,gaps
151,0.260331,sssp.road,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/sssp.road-151B.champsimtrace.xz,gaps
650,0.0854527,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-650B.champsimtrace.xz,gaps
165,0.149542,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-165B.champsimtrace.xz,gaps
324,0.201424,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-324B.champsimtrace.xz,gaps
648,0.214649,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-648B.champsimtrace.xz,gaps
861,0.0661241,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-861B.champsimtrace.xz,gaps
487,0.162767,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-487B.champsimtrace.xz,gaps
30,0.0824008,xs.XXL100nuclide,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100nuclide-30B.champsimtrace.xz,gaps
18,0.06,xs.XXL100hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100hash-18B.champsimtrace.xz,gaps
563,0.435,xs.XXL100hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100hash-563B.champsimtrace.xz,gaps
94,0.06,xs.XXL100hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100hash-94B.champsimtrace.xz,gaps
552,0.365,xs.XXL100hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XXL100hash-552B.champsimtrace.xz,gaps
410,0.108586,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-410B.champsimtrace.xz,gaps
36,0.0795455,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-36B.champsimtrace.xz,gaps
118,0.094697,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-118B.champsimtrace.xz,gaps
356,0.488636,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-356B.champsimtrace.xz,gaps
60,0.0820707,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-60B.champsimtrace.xz,gaps
161,0.0820707,bfs.urand,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.urand-161B.champsimtrace.xz,gaps
49,0.147929,xs.XL64hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XL64hash-49B.champsimtrace.xz,gaps
126,0.837278,xs.XL64hash,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/xs.XL64hash-126B.champsimtrace.xz,gaps
408,0.100244,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-408B.champsimtrace.xz,gaps
163,0.132029,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-163B.champsimtrace.xz,gaps
242,0.0782396,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-242B.champsimtrace.xz,gaps
10,0.141809,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-10B.champsimtrace.xz,gaps
303,0.215159,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-303B.champsimtrace.xz,gaps
160,0.149144,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-160B.champsimtrace.xz,gaps
44,0.149144,bfs.twitter,/mnt/research/Gratz_Paul_V/Shared/champsim-traces/gaps/bfs.twitter-44B.champsimtrace.xz,gaps
